Wavelength,B30R150,Energy B30R150,B30R150FR30,Energy B30R150FR30,R180FR30,Energy R180FR30,B90R90,Energy B90R90,B90R90FR30,Energy B90R90FR30,B180FR30,Energy B180FR30,B90R90 (2),Energy B90R90 (2),B90R90FR30 (2),Energy B90R90FR30 (2),B90R90FR75,Energy B90R90FR75,B180R180,Energy B180R180,B180R180FR30,Energy B180R180FR30,B180R180FR75,Energy B180R180FR75,B60R120,Energy B60R120,B40G20R120,Energy B40G20R120,B20G40R120,Energy B20G40R120,G60R120,Energy G60R120,B40R120FR20,Energy B40R120FR20,B20R120FR40,Energy B20R120FR40,R120FR60,Energy R120FR60,B20G20R120FR20,Energy B20G20R120FR20,Warm white,Energy Warm white,Equalized white,Energy Equalized white,R180,Energy R180,G60R120 (2),Energy G60R120 (2),B20R160,Energy B20R160,B20G60R100,Energy B20G60R100,B60R120 (2),Energy B60R120 (2),B60G60R60,Energy B60G60R60,B100R80,Energy B100R80,B100G60R20,Energy B100G60R20,EQW180,Energy EQW180,EQW100B10R70,Energy EQW100B10R70,EQW100B50R30,Energy EQW100B50R30,WW180,Energy WW180,Greenhouse Wavelength,Greenhouse,Energy Greenhouse
350,0.000426093,0.000145735,0.001490335,0.000509735,0.001536733,0.000525604,0.00378653,0.001295095,0.00420228,0.001437292,0.00635098,0.002172205,0.003445343,0.0011784,0.0034114,0.00116679,0.008232357,0.002815687,0.006780586,0.002319142,0.004245486,0.00145207,0.007270429,0.002486681,0.0024567,0.000840257,0.002745514,0.000939039,0.002215164,0.000757645,0.001584691,0.000542007,0.005862243,0.002005044,0.005503357,0.001882296,0.004538671,0.001552347,0.005625943,0.001924223,0.00046403,0.000158711,0.003230057,0.001104766,9.48E-05,3.78E-05,0.00171258,0.000683373,0.001506304,0.000601063,0.001012517,0.000404026,0.001134819,0.000452828,0.00299,0.001193104,0.000470591,0.000187781,0.002117366,0.000844895,0.001629014,0.000650028,0.000147376,5.88E-05,0.001157841,0.000462015,0.00029694,0.000118488,300,0.07405593,0.029549628
351,8.00E-05,2.73E-05,1.63E-05,5.57E-06,0.00202848,0.000691818,0.00391714,0.00133595,0.00447259,0.001525387,0.00512529,0.001747992,0.002995671,0.001021681,0.003302886,0.001126457,0.007693714,0.002623959,0.007546414,0.002573722,0.003894457,0.001328214,0.007163714,0.002443202,0.003299743,0.001125385,0.003463871,0.001181362,0.003347471,0.001141663,0.002167061,0.000739081,0.004667614,0.001591901,0.004980386,0.001698572,0.00360488,0.001229453,0.005071914,0.001729788,0.000619451,0.000211265,0.003001443,0.001023649,2.33E-05,9.26E-06,0.001030459,0.000409819,0.00108258,0.000430548,0.001226177,0.000487658,0.001294833,0.000514962,0.002943557,0.001170669,0.001203443,0.000478616,0.000669074,0.000266095,0.001879257,0.000747391,4.46E-05,1.77E-05,0.001036953,0.000412402,0.000412599,0.000164093,301,0.101394264,0.040323696
352,0.000665087,0.000226185,0.000949809,0.000323014,0.001526527,0.000519147,0.00449872,0.00152994,0.0041535,0.001412537,0.0067081,0.002281314,0.004152686,0.00141226,0.003688914,0.001254539,0.0085657,0.002913053,0.007664243,0.002606482,0.0039242,0.001334556,0.007899714,0.002686562,0.003580814,0.001217776,0.004014571,0.001365289,0.003918246,0.001332531,0.003621414,0.001231583,0.002745329,0.000933641,0.003566557,0.001212927,0.002845251,0.000967623,0.0035883,0.001220322,0.000468474,0.00015932,0.002797657,0.000951437,1.69E-05,6.71E-06,0.001905427,0.00075529,0.000441821,0.000175133,0.003742929,0.001483655,0.003091514,0.001225441,0.002645136,0.001048502,0.0010713,0.000424651,0.001127969,0.000447114,0.002044229,0.000810309,0.000162619,6.45E-05,0.001245276,0.000493613,0.000396,0.00015697,302,0.099247228,0.039339142
353,0.001026588,0.000348137,0.000946502,0.000320978,0.00284735,0.000965594,0.00589922,0.002000544,0.00531184,0.001801352,0.0125767,0.004265011,0.0033917,0.001150194,0.003799929,0.001288632,0.008558443,0.00290234,0.007897171,0.002678089,0.003074614,0.001042663,0.007746129,0.002626868,0.003733186,0.001265998,0.003855771,0.001307569,0.003519677,0.001193593,0.003718471,0.001261008,0.001784787,0.000605257,0.002463783,0.000835518,0.002394986,0.000812188,0.002428673,0.000823612,0.000571154,0.00019369,0.002933543,0.000994823,0,0,0.002702929,0.001067874,0.000611384,0.000241546,0.0041941,0.001657007,0.003720586,0.001469931,0.001902368,0.000751589,0.00132301,0.000522695,0.001550286,0.000612488,0.001683784,0.00066523,0.00044021,0.000173918,0.001269577,0.000501585,0.000552693,0.000218358,303,0.130943895,0.051731618
354,0.002159674,0.00073032,0.001373648,0.000464516,0.001171145,0.000396037,0.00428661,0.001449569,0.00416181,0.001407366,0.01052563,0.003559369,0.004491386,0.001518816,0.004861643,0.001644023,0.007707371,0.002606341,0.006688586,0.002261826,0.004317686,0.001460078,0.006651057,0.002249135,0.004263114,0.001441624,0.0054111,0.001829829,0.003958229,0.001338523,0.005229386,0.00176838,0.002114431,0.000715021,0.002391403,0.000808682,0.002291186,0.000774792,0.002040919,0.000690161,0.000569981,0.000192746,0.003530057,0.001193732,0,0,0.002831629,0.001115041,0.000451119,0.000177642,0.0033347,0.001313141,0.003282943,0.00129276,0.000909789,0.000358257,0.001798276,0.000708127,0.001319361,0.000519539,0.0022329,0.000879273,0.000194196,7.65E-05,0.001138716,0.000448404,0.000396707,0.000156216,304,0.123500125,0.048630334
355,0.000775894,0.000261639,0.000866508,0.000292195,0.002445319,0.000824585,0.005231,0.001763943,0.0049277,0.001661667,0.01147253,0.003868646,0.005559329,0.001874659,0.005785443,0.001950906,0.007239543,0.002441243,0.006947529,0.002342773,0.004655357,0.001569831,0.006515071,0.002196944,0.005519557,0.001861247,0.005910257,0.001992995,0.006232057,0.002101509,0.005722886,0.001929812,0.0028826,0.00097204,0.002171471,0.000732241,0.001851347,0.000624292,0.002052459,0.000692109,0.001394786,0.000470335,0.002813271,0.000948662,9.12E-05,3.58E-05,0.003053081,0.001198303,0.000857735,0.000336652,0.002698671,0.001059201,0.002704501,0.001061489,0.000754194,0.000296014,0.001397476,0.000548495,0.000733521,0.0002879,0.001885486,0.000740034,6.41E-05,2.52E-05,0.001314271,0.000515838,0.000323709,0.000127052,305,0.130233765,0.051113685
356,0.001279111,0.000430117,0.001257035,0.000422693,0.0034532,0.001161181,0.00561445,0.001887928,0.00564367,0.001897753,0.00927014,0.003117199,0.004790471,0.001610855,0.005782986,0.0019446,0.009317229,0.003133033,0.008580657,0.002885352,0.006309671,0.002121705,0.009183157,0.00308795,0.004054229,0.001363284,0.004455271,0.00149814,0.005501814,0.001850053,0.004534277,0.001524706,0.003560157,0.001197147,0.002012371,0.000676685,0.00218199,0.000733721,0.003209343,0.001079181,0.002047914,0.000688636,0.002562257,0.00086159,0.000183014,7.16E-05,0.002682634,0.001049466,0.000643472,0.000251731,0.001974113,0.000772287,0.001700824,0.000665375,0.000559251,0.000218783,0.0006256,0.000244739,0.001176976,0.000460441,0.0013983,0.000547025,0.000198775,7.78E-05,0.001304126,0.000510183,0.000824744,0.000322646,306,0.116554006,0.04559521
357,0.000328008,0.000109988,0.000211333,7.09E-05,0.00409679,0.001373737,0.00607392,0.002036709,0.00625568,0.002097657,0.00865862,0.002903412,0.003611114,0.00121088,0.004063429,0.00136255,0.009742971,0.003267017,0.009046543,0.00303349,0.005342571,0.001791473,0.009474086,0.003176854,0.002228296,0.000747193,0.00232906,0.000780981,0.002955643,0.000991087,0.002342474,0.000785479,0.003735443,0.00125257,0.001831986,0.000614302,0.002237376,0.000750238,0.002990314,0.001002713,0.002139814,0.000717523,0.002735557,0.000917288,3.03E-05,1.18E-05,0.002818291,0.001098944,0.000415621,0.000162064,0.00180674,0.000704507,0.001317965,0.000513918,0.000661535,0.000257954,0.000612852,0.000238971,0.002094396,0.000816674,0.001308587,0.000510261,0.000229497,8.95E-05,0.001026816,0.000400389,0.000956283,0.000372886,307,0.135034314,0.052652525
358,0.000188608,6.31E-05,0.000304661,0.000101874,0.00345604,0.001155644,0.00602724,0.002015411,0.00570337,0.001907114,0.00807162,0.002699019,0.004775371,0.001596807,0.0040691,0.001360641,0.0095191,0.003183032,0.009304186,0.003111168,0.0043601,0.001457947,0.009442671,0.003157476,0.003988043,0.001333537,0.003965514,0.001326004,0.003628557,0.001213331,0.003857871,0.00129001,0.003264504,0.001091597,0.001891433,0.000632464,0.002442,0.000816565,0.00279583,0.00093488,0.002063157,0.000689886,0.002480986,0.000829601,6.33E-05,2.46E-05,0.002934557,0.001140565,0.00160504,0.000623826,0.001055661,0.000410301,0.001589709,0.000617867,0.002010231,0.00078131,0.000644776,0.000250603,0.0026099,0.001014382,0.001181227,0.000459104,0.000332062,0.000129062,0.001233136,0.000479279,0.00080913,0.000314482,308,0.136489976,0.053047324
359,0.001671669,0.000557422,0.0021827,0.000727826,0.00359444,0.001198574,0.00592664,0.001976252,0.00602056,0.00200757,0.00822452,0.002742485,0.004631971,0.001544542,0.004736857,0.001579516,0.0085138,0.002838946,0.0083211,0.00277469,0.004987271,0.001663017,0.008925557,0.002976248,0.0036847,0.001228672,0.003360671,0.001120624,0.003211,0.001070715,0.00287764,0.000959556,0.002091943,0.000697563,0.001551734,0.000517429,0.001000779,0.000333712,0.00235979,0.000786877,0.001841586,0.000614081,0.001927314,0.000642667,0,0,0.003129143,0.001212258,0.001367516,0.000529788,0.002118169,0.000820598,0.00201325,0.000779951,0.002497871,0.000967698,0.00093788,0.000363343,0.002852714,0.001105167,0.001532057,0.000593533,5.78E-05,2.24E-05,0.001033024,0.000400203,0.000465659,0.0001804,309,0.102976613,0.039892712
360,0.000935394,0.000311043,0.001488197,0.000494864,0.001616825,0.000537636,0.00513988,0.001709144,0.0052227,0.001736684,0.0104156,0.003463458,0.005051386,0.001679717,0.005539429,0.001842004,0.0109452,0.003639564,0.010735857,0.003569952,0.004808329,0.001598895,0.011243743,0.003738838,0.001864736,0.000620073,0.001226499,0.000407843,0.002157657,0.000717477,0.001413383,0.000469987,0.002523956,0.000839281,0.002069501,0.000688163,0.001647683,0.000547897,0.003010584,0.001001098,0.001353341,0.000450021,0.002036,0.000677023,0,0,0.002758057,0.001065049,0.001477703,0.000570629,0.0025259,0.0009754,0.0023026,0.00088917,0.001942457,0.000750098,0.001220467,0.000471295,0.002637186,0.001018374,0.001705843,0.000658727,0,0,0.001340224,0.00051754,0.000169799,6.56E-05,310.25,0.114932574,0.044345012
361,0.000498295,0.000165237,0.00320769,0.001063686,0.00147811,0.000490149,0.0051084,0.001693971,0.00541447,0.001795465,0.01124744,0.003729707,0.004719243,0.001564924,0.004220243,0.001399453,0.009707229,0.003218965,0.009226071,0.003059411,0.005595771,0.001855585,0.009601957,0.003184056,0.001269539,0.000420985,0.001063287,0.000352591,0.0016551,0.000548839,0.001088309,0.000360889,0.001162505,0.000385492,0.001654908,0.000548776,0.000640862,0.000212513,0.001451365,0.00048128,0.00137095,0.000454614,0.002293917,0.000760674,0,0,0.002528257,0.000973171,0.002707157,0.001042032,0.002198211,0.00084613,0.002110043,0.000812193,0.001850334,0.000712226,0.000535823,0.000206248,0.002331533,0.000897448,0.001741057,0.000670164,0,0,0.001379,0.000530801,0.000107874,4.15E-05,310.48,0.124085845,0.047841199
362,0.000780386,0.000258065,0.00200071,0.000661613,0.001222925,0.000404408,0.00501883,0.001659671,0.00500767,0.001655981,0.00932637,0.003084127,0.005022071,0.001660743,0.004691229,0.001551337,0.009878243,0.003266625,0.009040243,0.002989508,0.005506729,0.001821014,0.009927557,0.003282933,0.000948967,0.000313813,0.000972963,0.000321748,0.000629259,0.000208089,0.00054692,0.00018086,0.000342593,0.000113292,0.000463743,0.000153355,8.34E-06,2.76E-06,0.00049398,0.000163354,0.00156692,0.000518163,0.002171631,0.000718134,7.44E-07,2.86E-07,0.002298673,0.000881964,0.001528543,0.000586477,0.001607373,0.000616723,0.002450257,0.000940124,0.002283277,0.000876057,0.000143692,5.51E-05,0.002363386,0.000906793,0.0019005,0.000729191,5.41E-05,2.07E-05,0.001762114,0.000676095,0.000181816,6.98E-05,310.71,0.132935933,0.051215403
363,0.000738116,0.000243414,0.001400538,0.000461866,0.000992233,0.000327216,0.0054729,0.001804842,0.00540631,0.001782882,0.00910669,0.003003185,0.004591757,0.00151426,0.004572386,0.001507872,0.011476043,0.003784545,0.010619171,0.003501968,0.004416171,0.001456356,0.011018243,0.003633573,0.001951537,0.000643574,0.001787966,0.000589632,0.001428796,0.000471185,0.000988867,0.000326107,0.000399036,0.000131593,0.00011081,3.65E-05,0,0,0.00017537,5.78E-05,0.001589527,0.000524191,0.002267636,0.000747816,4.67E-05,1.79E-05,0.002460371,0.000940989,0.000303765,0.000116178,0.00152446,0.000583042,0.002239037,0.000856338,0.002965286,0.001134098,0.000205364,7.85E-05,0.001621821,0.000620279,0.0014627,0.000559421,0.00020725,7.93E-05,0.001429786,0.000546833,0.000434291,0.000166098,310.95,0.13929151,0.053622557
364,0.001037414,0.000341176,0.001378913,0.000453486,0.001418613,0.000466542,0.0052059,0.001712074,0.00528413,0.001737802,0.0125845,0.004138689,0.004954571,0.001629419,0.005017271,0.00165004,0.006866314,0.002258138,0.005767743,0.001896849,0.005552786,0.001826155,0.006718329,0.00220947,0.001801434,0.000592441,0.002169456,0.000713473,0.00146447,0.000481623,0.000860749,0.000283076,0.000110963,3.65E-05,0,0,0,0,4.65E-05,1.53E-05,0.001609339,0.000529266,0.0028039,0.000922124,0,0,0.002939714,0.001120737,0.001389499,0.000529733,0.001938643,0.000739088,0.002153301,0.000820925,0.003115614,0.001187797,0.000162326,6.19E-05,0.000940818,0.000358678,0.001348194,0.000513986,0.000190598,7.27E-05,0.001528971,0.000582905,0.000683457,0.000260561,311.18,0.142742175,0.054910332
365,0.001793709,0.000588284,0.001660555,0.000544614,0.001407722,0.000461692,0.00506642,0.001661638,0.00540329,0.001772122,0.0117733,0.0038613,0.005188214,0.001701583,0.005178857,0.001698514,0.010353771,0.003395736,0.009798743,0.003213703,0.004886186,0.001602527,0.010885829,0.003570235,0.000978401,0.000320887,0.002479593,0.000813234,0.00095496,0.000313199,0.000725924,0.000238082,0,0,3.79E-05,1.24E-05,0,0,5.37E-05,1.76E-05,0.00060489,0.000198386,0.002994329,0.000982053,5.66E-05,2.15E-05,0.0026389,0.001002861,0.001086887,0.00041305,0.002257681,0.000857986,0.002118351,0.000805037,0.0034367,0.001306048,0.000108211,4.11E-05,0.001274591,0.000484383,0.001329177,0.000505127,9.39E-05,3.57E-05,0.001218011,0.000462881,0.000738027,0.000280472,311.42,0.144058179,0.055373867
366,0.002368158,0.000774565,0.002058879,0.000673407,0.001130716,0.000369829,0.00556814,0.001821198,0.00542043,0.001772886,0.01014691,0.003318799,0.005762671,0.001884825,0.006081057,0.001988961,0.011604186,0.003795437,0.010148014,0.00331916,0.004947229,0.001618114,0.0113293,0.003705529,0.000356471,0.000116593,0.001252713,0.000409731,0.000309113,0.000101103,0.000768243,0.000251273,0.000132846,4.35E-05,0.00027221,8.90E-05,0,0,0.0001923,6.29E-05,0.000534719,0.000174893,0.002624314,0.000858347,1.48E-06,5.62E-07,0.001864483,0.000706317,0.001623622,0.000615072,0.002278327,0.000863092,0.002240161,0.000848634,0.003628129,0.001374434,0.000529694,0.000200663,0.001691734,0.000640875,0.001499957,0.000568224,0.000568594,0.000215399,0.001149537,0.000435476,0.000575164,0.000217888,311.65,0.141120431,0.054204607
367,0.002076149,0.000677206,0.002722014,0.000887876,0.001456929,0.000475226,0.00570424,0.00186063,0.00558364,0.001821292,0.01151126,0.003754784,0.005775686,0.001883934,0.0061901,0.002019109,0.010891529,0.003552638,0.009857071,0.003215215,0.005059514,0.001650331,0.011802714,0.003849852,0.00065971,0.000215187,0.001298253,0.000423469,0.000512849,0.000167283,0.000716343,0.000233659,0.000728476,0.000237617,0.00071327,0.000232657,0.000318246,0.000103807,0.000535253,0.000174591,0.000511557,0.000166861,0.003244443,0.001058284,5.94E-05,2.24E-05,0.002046433,0.000772799,0.001247257,0.000471004,0.0029147,0.001100684,0.002560214,0.000966819,0.003370286,0.001272728,0.000646714,0.00024422,0.001719334,0.000649276,0.001842957,0.00069596,0.000616631,0.00023286,0.001135637,0.000428853,0.000753191,0.000284429,311.89,0.137623667,0.052820817
368,0.001238691,0.000402943,0.00231791,0.00075401,0.000130071,4.23E-05,0.00454069,0.001477074,0.00441902,0.001437495,0.01020751,0.003320475,0.004582329,0.001490619,0.004573671,0.001487803,0.011858429,0.003857514,0.011800557,0.003838689,0.005722714,0.001861583,0.012477143,0.00405878,0.002065647,0.000671949,0.003142157,0.001022135,0.00232559,0.000756508,0.00173686,0.000564996,0.000476026,0.00015485,0.000541442,0.00017613,0.000114797,3.73E-05,9.96E-05,3.24E-05,0.000920808,0.000299536,0.003347114,0.001088807,0.000406792,0.000153134,0.00234426,0.000882484,0.00053324,0.000200735,0.002437129,0.000917444,0.00183325,0.000690117,0.0027226,0.001024908,0.001038351,0.000390882,0.001806271,0.000679961,0.001826566,0.000687601,0.000334701,0.000125997,0.00093832,0.000353225,0.000618007,0.000232645,312.12,0.134630803,0.05163406
369,0.000886756,0.000287678,0.001829091,0.000593386,0.000214001,6.94E-05,0.00405263,0.001314737,0.00443983,0.00144035,0.01007175,0.003267434,0.005681671,0.001843223,0.005904043,0.001915364,0.010581571,0.003432828,0.010908929,0.003539027,0.004905043,0.001591273,0.010726843,0.003479956,0.003407543,0.00110546,0.004648929,0.001508185,0.004151157,0.0013467,0.003586843,0.001163628,0.001279051,0.000414944,0.000643791,0.000208856,0.000310344,0.00010068,0.000184769,5.99E-05,0.001122711,0.000364225,0.003249286,0.001054119,0,0,0.002242947,0.000841698,0.000699787,0.000262605,0.001892679,0.000710255,0.001216176,0.000456388,0.00103579,0.000388695,0.000641566,0.000240757,0.001987257,0.000745747,0.001990257,0.000746873,0.000378937,0.000142202,0.000534867,0.000200717,0.000565631,0.000212261,312.36,0.132474328,0.050767964
370,0.000893347,0.000289032,0.00351043,0.001135761,0.000119399,3.86E-05,0.0044733,0.001447286,0.00447219,0.001446927,0.01144384,0.003702527,0.006229771,0.002015573,0.006031514,0.001951429,0.011768571,0.00380759,0.011908586,0.00385289,0.0047921,0.001550431,0.011212843,0.00362779,0.003622971,0.001172172,0.005365586,0.001735976,0.004506114,0.001457903,0.003610071,0.001167998,0.0024775,0.000801568,0.000905666,0.000293018,0.00072511,0.000234601,0.001356108,0.000438754,0.001183211,0.000382815,0.003397143,0.001099108,0,0,0.003486843,0.001304399,0.000760392,0.000284457,0.000905905,0.000338892,0.000646104,0.000241702,0.000577684,0.000216107,1.70E-05,6.38E-06,0.001247381,0.000466635,0.001962141,0.000734021,0.000822889,0.000307836,0.000631171,0.000236116,0.000781233,0.000292253,312.6,0.132100291,0.050585755
371,0.001550134,0.000500177,0.00266595,0.000860214,3.06E-05,9.87E-06,0.00374901,0.001209681,0.00444531,0.001434354,0.0128362,0.004141816,0.005321371,0.00171703,0.004741457,0.001529911,0.013018571,0.004200661,0.012607857,0.004068137,0.005620014,0.001813392,0.012169186,0.003926592,0.002590934,0.000836008,0.003984471,0.001285657,0.003434871,0.001108319,0.002931857,0.000946013,0.002356086,0.000760231,0.001892051,0.000610502,0.001057852,0.000341334,0.001657577,0.000534845,0.001270033,0.000409797,0.002976486,0.000960413,0,0,0.0031873,0.001188628,0.001523166,0.000568029,0.000726781,0.000271036,0.000516397,0.000192578,0.000898471,0.000335064,0.000549499,0.000204923,0.000120696,4.50E-05,0.0019353,0.000721725,0.00105745,0.000394351,0.000367158,0.000136923,0.000749429,0.000279482,312.84,0.133681302,0.051151907
372,0.001962991,0.000631689,0.002518048,0.000810306,8.38E-06,2.70E-06,0.00388523,0.001250265,0.00399795,0.001286538,0.01126778,0.003625965,0.0055823,0.001796381,0.005450357,0.001753922,0.013827,0.00444952,0.011577329,0.003725578,0.0070459,0.002267366,0.012274857,0.003950042,0.001820029,0.000585684,0.00301395,0.000969887,0.002264171,0.000728609,0.001690963,0.000544151,0.003782014,0.00121705,0.003404443,0.001095548,0.002569114,0.000826739,0.004191729,0.001348896,0.000909149,0.000292564,0.002291907,0.000737534,0,0,0.002752771,0.001023393,0.002689229,0.00099977,0.000798875,0.000296996,0.000325411,0.000120978,0.001020176,0.000379269,0.0016161,0.000600815,0.000227946,8.47E-05,0.001756696,0.000653084,0.001505207,0.000559588,0.000472438,0.000175638,0.001080864,0.000401831,313.08,0.136038581,0.052013994
373,0.000363881,0.000116783,0.00436992,0.001402468,0.000343144,0.000110127,0.00514478,0.001651149,0.00533648,0.001712672,0.0142058,0.004559162,0.006125443,0.001965879,0.006374986,0.002045967,0.013639429,0.004377393,0.011897857,0.003818459,0.007259257,0.002329762,0.012785857,0.004103451,0.001851321,0.000594157,0.003913014,0.00125583,0.002756084,0.000884529,0.002511,0.000805872,0.003448596,0.001106781,0.002514249,0.000806915,0.002115713,0.00067901,0.003680329,0.001181152,0.001123731,0.000360647,0.0022315,0.00071617,2.13E-07,7.89E-08,0.002823486,0.001046433,0.002079029,0.000770524,0.001733211,0.000642358,0.001523609,0.000564676,0.000916974,0.000339847,0.002329029,0.000863178,0.000998311,0.000369991,0.001683274,0.000623851,0.000529307,0.00019617,0.00054195,0.000200856,0.00117308,0.000434764,313.32,0.13784546,0.052664479
374,0.001937713,0.00062022,0.00320482,0.001025794,0.001360982,0.000435621,0.00591993,0.001894843,0.00669077,0.002141572,0.0110411,0.003534019,0.006071929,0.001943494,0.006510829,0.002083977,0.013853,0.004434048,0.012465471,0.00398993,0.007087929,0.002268694,0.012611286,0.004036602,0.00187501,0.00060015,0.004706486,0.001506445,0.00321192,0.001028067,0.002457881,0.000786715,0.005743614,0.001838408,0.005067143,0.001621884,0.0046771,0.001497039,0.005922743,0.001895743,0.001724693,0.000552037,0.002103429,0.000673262,2.87E-05,1.06E-05,0.002463257,0.000910108,0.00124703,0.000460744,0.000894123,0.000330355,0.000692737,0.000255948,0.001060926,0.000391984,0.001913286,0.000706908,0.000776937,0.000287058,0.001499934,0.000554186,3.17E-05,1.17E-05,0.000837466,0.000309421,0.001146594,0.000423636,313.56,0.138791812,0.05298545
375,0.000793496,0.000253304,0.00306825,0.000979462,0.000747319,0.000238563,0.0058667,0.001872797,0.00640502,0.002044643,0.0126017,0.004022778,0.007182157,0.002292724,0.006877357,0.002195424,0.013186143,0.004209347,0.012151429,0.00387904,0.0076761,0.002450403,0.012551714,0.004006821,0.002147936,0.000685675,0.0047829,0.001526821,0.002335331,0.000745496,0.002549826,0.000813968,0.0069114,0.002206292,0.0051594,0.00164701,0.004969,0.001586229,0.006445186,0.002057465,0.001221759,0.000390016,0.002288407,0.000730517,8.06E-05,2.97E-05,0.003073843,0.001132209,0.00138113,0.000508721,0.000444671,0.000163789,0.000223961,8.25E-05,0.00134865,0.000496757,0.000907614,0.000334308,0.000235172,8.66E-05,0.001957429,0.000720993,3.31E-06,1.22E-06,0.001111666,0.000409467,0.001038161,0.000382393,313.8,0.13946953,0.053203455
376,0.001535226,0.000488779,0.00267547,0.000851805,0.000324715,0.000103381,0.00527004,0.001677854,0.00564245,0.001796421,0.0128364,0.004086802,0.008037971,0.002559097,0.007179757,0.002285862,0.013273714,0.004226032,0.013079571,0.004164222,0.006874057,0.002188535,0.012931571,0.004117102,0.004068271,0.00129524,0.006708257,0.002135748,0.004071529,0.001296277,0.004230629,0.001346931,0.0063639,0.002026113,0.0029998,0.000955064,0.003193577,0.001016758,0.004306743,0.001371164,0.001527669,0.000486373,0.003366014,0.001071658,0.00013918,5.11E-05,0.003911429,0.001436303,0.001727739,0.000634437,0.000417139,0.000153176,0.000186744,6.86E-05,0.002010504,0.000738271,0.000445991,0.000163771,0.000144003,5.29E-05,0.002015386,0.000740063,0.000266577,9.79E-05,0.001349957,0.000495713,0.001299474,0.000477176,314.04,0.139052346,0.053003773
377,0.000450564,0.000143068,0.00354046,0.001124208,0.000412689,0.000131042,0.00601098,0.001908676,0.00605781,0.001923546,0.0151578,0.004813079,0.006469971,0.00205442,0.0069868,0.002218529,0.013480429,0.004280461,0.012726143,0.004040951,0.007749057,0.00246057,0.012955286,0.004113712,0.003088913,0.000980827,0.004395114,0.001395587,0.003538566,0.001123606,0.002786296,0.000884737,0.005769143,0.001831885,0.002159954,0.000685854,0.001923002,0.000610614,0.004262829,0.001353582,0.001548757,0.000491779,0.0027387,0.000869624,0.000288081,0.000105462,0.0022646,0.000829033,0.001560197,0.000571163,0.000935687,0.00034254,0.00073126,0.000267702,0.002235986,0.000818558,0.000526709,0.000192819,0.000920069,0.000336822,0.0016435,0.000601659,0.000358953,0.000131407,0.001343643,0.000491886,0.001570371,0.000574887,314.28,0.136963381,0.052167636
378,0.002308615,0.000731119,0.001560728,0.000494269,0.00172037,0.000544827,0.00666723,0.002111455,0.00747786,0.002368175,0.0142691,0.004518902,0.006657171,0.00210827,0.007250914,0.002296303,0.015371714,0.004868091,0.013910714,0.004405405,0.006515614,0.00206344,0.013722429,0.004345776,0.002817167,0.000892173,0.003451871,0.001093178,0.003687657,0.00116785,0.002098131,0.00066446,0.004500871,0.001425388,0.001638564,0.000518919,0.000789943,0.000250168,0.00229919,0.000728134,0.002020329,0.000639821,0.003279,0.001038431,0.000242286,8.84E-05,0.002127,0.000776286,0.0016392,0.000598255,0.000722984,0.000263866,0.000359756,0.000131299,0.002729871,0.000996315,0.000746606,0.000272487,0.00182849,0.00066734,0.001648229,0.00060155,0.000284595,0.000103868,0.000973149,0.000355168,0.001503314,0.000548661,314.53,0.135548116,0.051587543
379,0.00228443,0.000721551,0.00281416,0.000888869,0.00257447,0.000813162,0.00726544,0.002294832,0.0082541,0.002607106,0.0144559,0.004565981,0.006779671,0.002141399,0.007362557,0.002325507,0.014005286,0.004423652,0.011525186,0.003640298,0.006235029,0.00196937,0.013146857,0.004152512,0.003306014,0.001044224,0.003165129,0.000999724,0.004032357,0.001273644,0.00218542,0.000690278,0.0038205,0.001206727,0.00175848,0.000555426,0.000925425,0.000292301,0.001634815,0.000516366,0.001470094,0.000464338,0.003165814,0.000999941,0.000126079,4.59E-05,0.002241671,0.000815651,0.001690686,0.00061517,0.000676763,0.000246246,0.0003942,0.000143433,0.002404057,0.000874736,0.001392709,0.000506749,0.003233843,0.001176661,0.002068529,0.000752651,8.28E-05,3.01E-05,0.001152346,0.000419291,0.001246929,0.000453705,314.77,0.134200196,0.051035604
380,0.002022271,0.000637065,0.00333017,0.001049086,0.00398354,0.001254913,0.0084933,0.002675599,0.00931944,0.002935854,0.0153881,0.004847631,0.006666314,0.002100054,0.006232186,0.001963292,0.014126,0.004450039,0.012273271,0.003866384,0.0067519,0.002127015,0.013564,0.004272995,0.002754043,0.000867591,0.00188136,0.000592675,0.003032781,0.000955401,0.001598199,0.000503472,0.003573529,0.00112575,0.001447899,0.000456124,0.000611611,0.000192673,0.000896949,0.000282561,0.001402483,0.000441817,0.003454771,0.001088338,0,0,0.002563686,0.000929992,0.000901824,0.000327142,0.000991036,0.000359504,0.000547863,0.00019874,0.001648157,0.000597878,0.002085884,0.000756666,0.003136443,0.001137763,0.002666214,0.000967184,1.66E-05,6.02E-06,0.001153257,0.000418351,0.000991437,0.000359649,315.02,0.132028021,0.050169691
